"","STATION","NAME","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT06","WT08","WT09"
"10055","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-04-23",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10056","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-04-24",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10057","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-04-25",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10058","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-04-26",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10059","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-04-27",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10060","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-04-28",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10061","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-04-29",NA,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10062","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-05-01",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10063","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-05-02",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10064","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-05-03",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10065","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-05-04",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10066","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-05-09",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10067","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-05-10",NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10068","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-05-11",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10069","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-05-12",NA,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10070","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-05-13",NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10071","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-05-14",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10072","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-05-15",NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10073","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-05-16",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10074","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-05-17",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10075","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-05-18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10076","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-05-19",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10077","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-05-20",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10078","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-05-21",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10079","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-05-22",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10080","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-05-23",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10081","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-05-25",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10082","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-05-26",NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10083","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-05-27",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10084","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-05-28",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10085","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-05-29",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10086","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-06-01",NA,NA,NA,NA,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10087","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-06-02",NA,NA,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10088","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-06-04",NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10089","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-06-06",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10090","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-06-07",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10091","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-06-08",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10092","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-06-09",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10093","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-06-10",NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10094","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-06-11",NA,NA,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10095","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-06-12",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10096","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-06-13",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10097","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-06-14",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10098","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-06-15",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10099","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-06-16",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10100","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-06-17",NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10101","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-06-18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10102","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-06-19",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10103","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-06-20",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10104","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-06-21",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10105","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-06-22",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10106","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-06-23",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10107","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-06-24",NA,NA,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10108","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-06-25",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10109","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-06-26",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10110","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-06-27",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10111","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-06-28",NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10112","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-06-29",NA,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10113","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-07-01",NA,NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10114","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-07-02",NA,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10115","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-07-03",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10116","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-07-05",NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10117","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-07-06",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10118","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-07-07",NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10119","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-07-08",NA,NA,NA,NA,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10120","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-07-09",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10121","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-07-10",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10122","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-07-11",NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10123","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-07-12",NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10124","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-07-13",NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10125","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-07-14",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10126","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-07-15",NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10127","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-07-16",NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10128","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-07-17",NA,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10129","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-07-18",NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10130","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-07-19",NA,NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10131","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-07-20",NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10132","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-07-21",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10133","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-07-22",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10134","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-07-23",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10135","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-07-24",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10136","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-07-25",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10137","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-07-26",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10138","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-07-27",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10139","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-07-28",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10140","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-07-29",NA,NA,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10141","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-08-05",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10142","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-08-06",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10143","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-08-07",NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10144","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-08-08",NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10145","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-08-09",NA,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10146","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-08-10",NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10147","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-08-11",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10148","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-08-12",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10149","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-08-13",NA,NA,NA,NA,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10150","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-08-14",NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10151","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-08-15",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10152","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-08-16",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10153","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-08-17",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10154","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-08-18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10155","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-08-19",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10156","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-08-20",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10157","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-08-21",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10158","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-08-22",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10159","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-08-23",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10160","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-08-24",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10161","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-08-25",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10162","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-08-26",NA,NA,NA,NA,3.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10163","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-08-27",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10164","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-08-28",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10165","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-08-29",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10166","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-08-30",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10167","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-08-31",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10168","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-09-01",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10169","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-09-02",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10170","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-09-03",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10171","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-09-04",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10172","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-09-05",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10173","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-09-07",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10174","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-09-08",NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10175","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-09-09",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10176","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-09-10",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10177","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-09-11",NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10178","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-09-12",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10179","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-09-13",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10180","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-09-14",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10181","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-09-15",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10182","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-09-16",NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10183","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-09-17",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10184","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-09-18",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10185","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-09-19",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10186","US1Lanc4383","LINCOLN 2.33 SSW, NE US","2023-09-20",NA,NA,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
